Channel,Package,Position,Satellite,Language,Resolution,Encryption,Genre,Type
Med Muzîk,,13° E,HOTBIRD 13B,Kurdish,SD,Free-to-air,Music,TV
Italia 126,,13° E,HOTBIRD 13B,Italian,SD,Free-to-air,Shopping,TV
Angel TV Europe,,13° E,HOTBIRD 13B,English,SD,Free-to-air,Religious,TV
BogBlag TV,,13° E,HOTBIRD 13B,Russian,SD,Free-to-air,,TV
KICC TV,,13° E,HOTBIRD 13B,English,SD,Free-to-air,Religious,TV
Paci Contemporary Channel,,13° E,HOTBIRD 13B,Italian,SD,Free-to-air,,TV
Somaliland National TV,,13° E,HOTBIRD 13B,Somali,SD,Free-to-air,,TV
Ganj e Hozour TV,,13° E,HOTBIRD 13B,Farsi,SD,Free-to-air,Culture,TV
The Kingdom Sat,,13° E,HOTBIRD 13B,Arabic,SD,Free-to-air,Religious,TV
Chaîne Nord-Africaine,,13° E,HOTBIRD 13B,French,SD,Free-to-air,,TV
TBN Europe,,13° E,HOTBIRD 13B,English,SD,Free-to-air,Religious,TV
Firstlight,,13° E,HOTBIRD 13B,English,SD,Free-to-air,Religious,TV
Amazing Facts TV,,13° E,HOTBIRD 13B,English,SD,Free-to-air,Religious,TV
BBC World News Europe,,13° E,HOTBIRD 13B,English,SD,Free-to-air,News,TV
SRF Info,Kabelio,13° E,HOTBIRD 13B,German|English,HD,Free-to-air,General,TV
Arti TV,,13° E,HOTBIRD 13B,Turkish,HD,Free-to-air,,TV
Jin TV,,13° E,HOTBIRD 13B,Kurdish,HD,Free-to-air,,TV
Can TV,,13° E,HOTBIRD 13B,Turkish,HD,Free-to-air,,TV
TVP Polonia,,13° E,HOTBIRD 13B,Polish,HD,Free-to-air,,TV
Qatar TV,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,General,TV
TRT Arabi,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,News,TV
EuroNews English,,13° E,HOTBIRD 13B,English,HD,Free-to-air,News,TV
Al Hiwar TV,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,General,TV
TRT World,,13° E,HOTBIRD 13B,English,HD,Free-to-air,,TV
Bahrain TV,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,General,TV
France 24 Français,,13° E,HOTBIRD 13B,French,HD,Free-to-air,News,TV
France 24 English,,13° E,HOTBIRD 13B,English,HD,Free-to-air,News,TV
ARTE Français,Bis TV,13° E,HOTBIRD 13B,French|German,HD,Free-to-air,Culture,TV
DW English,,13° E,HOTBIRD 13B,English,HD,Free-to-air,,TV
BBC Arabic,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,News,TV
KBS World,,13° E,HOTBIRD 13B,Korean,HD,Free-to-air,General,TV
Arirang World,,13° E,HOTBIRD 13B,English,HD,Free-to-air,General,TV
RIK Sat,,13° E,HOTBIRD 13B,Greek,HD,Free-to-air,,TV
San Marino RTV,,13° E,HOTBIRD 13B,Italian,HD,Free-to-air,General,TV
Nastoyashcheye Vremya,,13° E,HOTBIRD 13B,Russian,HD,Free-to-air,,TV
VoA TV Europe,,13° E,HOTBIRD 13B,English,HD,Free-to-air,News,TV
VoA TV Global,,13° E,HOTBIRD 13B,English,HD,Free-to-air,News,TV
Telesur,,13° E,HOTBIRD 13B,Spanish,HD,Free-to-air,General,TV
TVE Internacional Europa,,13° E,HOTBIRD 13B,Spanish,HD,Free-to-air,General,TV
Canal 24 Horas,,13° E,HOTBIRD 13B,Spanish,HD,Free-to-air,News,TV
BBC Persian,,13° E,HOTBIRD 13B,Farsi,HD,Free-to-air,News,TV
FashionTV HD Europe,,13° E,HOTBIRD 13B,,HD,Free-to-air,Fashion,TV
Dubai TV International,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,General,TV
Dubai Sports,,13° E,HOTBIRD 13B,English|Arabic,HD,Free-to-air,Sports,TV
Al Masriyah,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,,TV
Alwatania TV,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,General,TV
KTV 1,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,General,TV
Oman TV,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,General,TV
Vatican Media,,13° E,HOTBIRD 13B,Italian,HD,Free-to-air,Religious,TV
Alaraby TV,,13° E,HOTBIRD 13B,Arabic,HD,Free-to-air,General,TV
Stêrk,,13° E,HOTBIRD 13B,Kurdish,HD,Free-to-air,General,TV
Çira TV,,13° E,HOTBIRD 13B,Kurdish,HD,Free-to-air,General,TV
Teleradiopace Satellite,,13° E,HOTBIRD 13B,Italian,HD,Free-to-air,Religious,TV
FTV UHD,,13° E,HOTBIRD 13B,,UHD,Free-to-air,Fashion,TV
France 3,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,General,TV
France 5,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,General,TV
C8,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,General,TV
W9,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,Music,TV
TMC,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,General,TV
TFX,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,Documentary,TV
NRJ 12,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,Music,TV
LCP Assemblée Nationale,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,Political,TV
Public Sénat,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,Political,TV
France 4,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,General,TV
C News,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,News,TV
TF 1 Séries Films,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,Films,TV
L'Équipe,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,Sports,TV
6ter,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,,TV
RMC Story,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,,TV
RMC Découverte,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,Documentary,TV
Chérie 25,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,,TV
LCI,Bis TV,13° E,HOTBIRD 13B,French,SD,Encoded,News,TV
MTV 00s,Nova,13° E,HOTBIRD 13B,English,SD,Encoded,Music,TV
MTV Hits Europe,Nova,13° E,HOTBIRD 13B,English,SD,Encoded,Music,TV
MTV Global,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,Music,TV
Disney Junior Greece,Nova,13° E,HOTBIRD 13B,English|Greek,SD,Encoded,Children,TV
Disney Channel Middle East,Nova,13° E,HOTBIRD 13B,English|Greek,SD,Encoded,Children,TV
ERT 1,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,General,TV
SKAÏ,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,General,TV
Smile TV,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,Children,TV
ERT News,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,News,TV
Duck TV SD,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,Children,TV
Mad Greekz,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,Music,TV
Crime + Investigation UK,Nova,13° E,HOTBIRD 13B,English|Czech,SD,Encoded,,TV
NickMusic,Polsat Box,13° E,HOTBIRD 13B,English,SD,Encoded,Music,TV
Nick Jr Central & Eastern Europe,Polsat Box,13° E,HOTBIRD 13B,Polish|English|Hungarian|Czech|Romanian|Bulgarian|Serbian|Slovenian,SD,Encoded,Children,TV
MTV 00s,Polsat Box,13° E,HOTBIRD 13B,English,SD,Encoded,Music,TV
Nickelodeon Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,Children,TV
VOD 202,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
VOD 203,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
VOD 204,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
VOD 205,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
VOD 206,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
VOD 207,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
VOD 208,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
Xxx VOD 1,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
Xxx VOD 2,Polsat Box,13° E,HOTBIRD 13B,,SD,Encoded,PPV,TV
TLC Pan Regional,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,Documentary,TV
EuroNews Ellinika,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,News,TV
Mezzo,,13° E,HOTBIRD 13B,French,SD,Encoded,Music,TV
Open Beyond TV,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,,TV
Kontra,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,,TV
Action 24,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,,TV
Mad TV,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,Music,TV
Nova Sports Extra 3,Nova,13° E,HOTBIRD 13B,Greek|English,SD,Encoded,Sports,TV
Nickelodeon Greece,Nova,13° E,HOTBIRD 13B,Greek,SD,Encoded,Children,TV
AXN White Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,,TV
AXN Black Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,,TV
Polsat X,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,,TV
Disco Polo Music,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,Music,TV
AXN Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,Films,TV
Disney XD Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,Children,TV
JimJam Polsat,Polsat Box,13° E,HOTBIRD 13B,Polish|English,SD,Encoded,Children,TV
MTV 90s,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,Music,TV
Vivid Touch,Polsat Box,13° E,HOTBIRD 13B,English,SD,Encoded,Adults,TV
Polsat Reality,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,,TV
Polsat Film 2,Polsat Box,13° E,HOTBIRD 13B,Polish,SD,Encoded,Films,TV
Disney Junior Türkiye & Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|English,SD,Encoded,Children,TV
Detski Mir,,13° E,HOTBIRD 13B,Russian,SD,Encoded,Children,TV
Nashe Lubimoe Kino,,13° E,HOTBIRD 13B,Russian,SD,Encoded,Films,TV
CBeebies Polska,,13° E,HOTBIRD 13B,Polish|English,SD,Encoded,Children,TV
SRF 1,Kabelio,13° E,HOTBIRD 13B,German,HD,Encoded,General,TV
SRF Zwei,Kabelio,13° E,HOTBIRD 13B,German,HD,Encoded,General,TV
RTS 1,Kabelio,13° E,HOTBIRD 13B,French,HD,Encoded,General,TV
RTS 2,Kabelio,13° E,HOTBIRD 13B,French,HD,Encoded,General,TV
RSI La 1,Kabelio,13° E,HOTBIRD 13B,Italian|English,HD,Encoded,General,TV
RSI La 2,Kabelio,13° E,HOTBIRD 13B,Italian|English,HD,Encoded,General,TV
TF 1,Bis TV,13° E,HOTBIRD 13B,French,HD,Encoded,General,TV
France 2,Bis TV,13° E,HOTBIRD 13B,French,HD,Encoded,General,TV
M6,Bis TV,13° E,HOTBIRD 13B,French,HD,Encoded,General,TV
Travel Channel Europe,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Travel,TV
National Geographic Wild Europe,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Documentary,TV
Nova Sports 1,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
Nova Sports 6,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
Nova Sports Start,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
IDJ Kids,Nova,13° E,HOTBIRD 13B,Greek|Bosnian|Bulgarian|Macedonian|Albanian|Croatian|Slovenian,HD,Encoded,Children,TV
Nova Sports Premier League,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
Animal Planet Africa,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Documentary,TV
Nova Sports Prime,Nova,13° E,HOTBIRD 13B,English|Greek,HD,Encoded,Sports,TV
Makedonia TV,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,General,TV
ERT 2,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,General,TV
Mega TV,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,General,TV
Nova Sports Extra 2,Nova,13° E,HOTBIRD 13B,English|Greek,HD,Encoded,Sports,TV
Inplus,Nova,13° E,HOTBIRD 13B,English,HD,Encoded,,TV
Ant1,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,General,TV
Nova Sports 5,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
Nova Cinema 4,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Films,TV
Nova Sports 3,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
Alpha TV,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,General,TV
Nova Sports Extra 4,Nova,13° E,HOTBIRD 13B,English|Greek,HD,Encoded,Sports,TV
Viasat History HD,Nova,13° E,HOTBIRD 13B,English,HD,Encoded,Documentary,TV
Nova Cinema 3,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Films,TV
Nova Sports News,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
One Channel,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,,TV
Epic Drama,Nova,13° E,HOTBIRD 13B,English|Greek,HD,Encoded,,TV
Nova Cinema 2,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Films,TV
Fox Life Greece,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,,TV
Fox Greece,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,,TV
Boomerang Central & Eastern Europe,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Children,TV
MTV Live,Polsat Box,13° E,HOTBIRD 13B,English,HD,Encoded,Music,TV
Comedy Central Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,,TV
Paramount Network Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,,TV
Nicktoons Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|Hungarian|Romanian|Bulgarian|Czech,HD,Encoded,Children,TV
MTV Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Music,TV
Comedy Central Extra Polsat,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,,TV
National Geographic Ellada,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Documentary,TV
Nova Sports 2,Nova,13° E,HOTBIRD 13B,English|Greek,HD,Encoded,Sports,TV
Star Channel,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,General,TV
Nova Cinema 1,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Films,TV
E! Europe,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,General,TV
Eurosport 2,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
Food Network EMEA,Nova,13° E,HOTBIRD 13B,English,HD,Encoded,,TV
Viasat Nature HD,Nova,13° E,HOTBIRD 13B,English,HD,Encoded,Documentary,TV
Viasat Explore,Nova,13° E,HOTBIRD 13B,English,HD,Encoded,Documentary,TV
Discovery Channel Europe,Nova,13° E,HOTBIRD 13B,English,HD,Encoded,Documentary,TV
Naftemporiki TV,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Business,TV
Nova Sports 4,Nova,13° E,HOTBIRD 13B,Greek|English,HD,Encoded,Sports,TV
Number 1 Greece,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Music,TV
MyZen TV,Nova,13° E,HOTBIRD 13B,French,HD,Encoded,,TV
Nova Sports Extra 1,Nova,13° E,HOTBIRD 13B,English|Greek,HD,Encoded,Sports,TV
History Europe,Nova,13° E,HOTBIRD 13B,English,HD,Encoded,Documentary,TV
Nova Life,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,,TV
Da Vinci,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,Education,TV
ERT 3,Nova,13° E,HOTBIRD 13B,Greek,HD,Encoded,General,TV
CNN International Europe,Polsat Box,13° E,HOTBIRD 13B,English,HD,Encoded,News,TV
Polsat Rodzina,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,,TV
Polsat Seriale,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,,TV
Disney Channel Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,Children,TV
Wydarzenia 24,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,General,TV
Viasat Explore Polsat,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Documentary,TV
Polsat Sport,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Sports,TV
Fox Comedy Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,,TV
Viasat History Polsat,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Documentary,TV
TVP 2,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,General,TV
Polsat Doku,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Documentary,TV
Polsat Sport Extra,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Sports,TV
AXN Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Films,TV
Cinemax 2 Central Europe,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Films,TV
Fox Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,,TV
History Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,Documentary,TV
Crime + Investigation Polsat,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,,TV
Polsat Sport Premium 5 PPV,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Sports,TV
Polsat Sport Premium 6 PPV,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Sports,TV
Warner TV Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,Films,TV
Cartoon Network Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,Children,TV
Nat Geo People Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,Documentary,TV
Viasat Nature Polsat,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Documentary,TV
Extreme Sports Channel Polska,Polsat Box,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,Sports,TV
CBS Europa,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Films,TV
HBO Polska,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Films,TV
Polsat Sport Fight,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,Sports,TV
Polsat Sport News,Polsat Box,13° E,HOTBIRD 13B,Polish,HD,Encoded,News,TV
BBC Brit Polska,,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,,TV
BBC Lifestyle Polska,,13° E,HOTBIRD 13B,Polish|English,HD,Encoded,General,TV
Equidia Pro 1,,13° E,HOTBIRD 13B,French|English|German,HD,Encoded,Sports,TV
Equidia Pro 2,,13° E,HOTBIRD 13B,French,HD,Encoded,Sports,TV
Love Nature,,13° E,HOTBIRD 13B,English|Turkish|Russian|Bulgarian|Czech|Hungarian|Polish,UHD,Encoded,Documentary,TV
Inultra,,13° E,HOTBIRD 13B,English|German|Polish,UHD,Encoded,,TV
Stars TV,Polsat Box,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,Music,TV
4 Fun TV,Polsat Box,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,Music,TV
4 Fun Kids,Polsat Box,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,Music,TV
4 Fun Dance,Polsat Box,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,Music,TV
Eska TV Extra,Polsat Box,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,Music,TV
TVS,Platforma Canal +,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,General,TV
Al Aoula Europe,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,General,TV
Freedom,,13° E,HOTBIRD 13C,Russian,SD,Free-to-air,News,TV
Class TV Moda,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Fashion,TV
Giornale Radio TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
ByoBlu,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Espreso TV,,13° E,HOTBIRD 13C,Ukrainian,SD,Free-to-air,,TV
Camera dei Deputati,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Political,TV
Senato TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Political,TV
Uninettuno University TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Education,TV
TV 5 Coran,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,Religious,TV
TV 4 Amazigh,,13° E,HOTBIRD 13C,,SD,Free-to-air,General,TV
TNT International Europe,,13° E,HOTBIRD 13C,Russian,SD,Free-to-air,General,TV
EuroNews Russkiy,,13° E,HOTBIRD 13C,Russian,SD,Free-to-air,News,TV
CGTN,,13° E,HOTBIRD 13C,English,SD,Free-to-air,News,TV
TV Rus,,13° E,HOTBIRD 13C,Russian,SD,Free-to-air,General,TV
TV Rus +,,13° E,HOTBIRD 13C,Russian,SD,Free-to-air,,TV
Soyuz,,13° E,HOTBIRD 13C,Russian,SD,Free-to-air,,TV
Arirang World,,13° E,HOTBIRD 13C,English,SD,Free-to-air,General,TV
8 Kanal International,,13° E,HOTBIRD 13C,Russian,SD,Free-to-air,General,TV
Bloomberg TV Europe,,13° E,HOTBIRD 13C,English,SD,Free-to-air,Business,TV
Iran International,,13° E,HOTBIRD 13C,Farsi,SD,Free-to-air,News,TV
Armenia 1 TV Satellite,,13° E,HOTBIRD 13C,Armenian,SD,Free-to-air,,TV
Bravo TV,,13° E,HOTBIRD 13C,Farsi,SD,Free-to-air,,TV
Manoto,,13° E,HOTBIRD 13C,Farsi,SD,Free-to-air,General,TV
Alkarma TV Middle East,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,Religious,TV
New Jerusalem,,13° E,HOTBIRD 13C,,SD,Free-to-air,Religious,TV
Hadi TV 3,,13° E,HOTBIRD 13C,,SD,Free-to-air,Religious,TV
Radio Radio TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,General,TV
Canale Italia,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Shopping,TV
Orler TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Arte Investimenti,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Culture,TV
Telecupole,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Noviy Mir,,13° E,HOTBIRD 13C,Russian,SD,Free-to-air,General,TV
Antena HD,,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,,TV
Power TV,,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,Music,TV
Nuta TV,,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,Music,TV
Nuta Gold,,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,Music,TV
TVC,,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,General,TV
CBC,,13° E,HOTBIRD 13C,Azerbaijan,SD,Free-to-air,General,TV
Yemen TV,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,General,TV
Somali National TV,,13° E,HOTBIRD 13C,Somali,SD,Free-to-air,,TV
SNTV 2,,13° E,HOTBIRD 13C,Somali,SD,Free-to-air,,TV
Kurdsat,,13° E,HOTBIRD 13C,Kurdish,SD,Free-to-air,General,TV
Kentron TV International,,13° E,HOTBIRD 13C,Armenian,SD,Free-to-air,General,TV
Parole di Vita,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Religious,TV
Chaîne Nord-Africaine,,13° E,HOTBIRD 13C,French,SD,Free-to-air,,TV
Firstlight Europe,,13° E,HOTBIRD 13C,English,SD,Free-to-air,Religious,TV
Amazing Facts TV,,13° E,HOTBIRD 13C,English,SD,Free-to-air,Religious,TV
ReteSette,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,General,TV
La C TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
The Map Report,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Gold TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Emilia-Romagna 24,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Well TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Value 24 TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
TRM h24,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Tele 5,,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,General,TV
Polonia 1,,13° E,HOTBIRD 13C,Polish,SD,Free-to-air,General,TV
TVR International,,13° E,HOTBIRD 13C,Romanian,SD,Free-to-air,General,TV
Arte Atelier,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Antichità Chiossone,,13° E,HOTBIRD 13C,English,SD,Free-to-air,Shopping,TV
Suryoyo Sat,,13° E,HOTBIRD 13C,Syriac,SD,Free-to-air,,TV
RDS Relax,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Music,TV
Tele Shopping,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Shopping,TV
TVA Vicenza,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,General,TV
Videolina,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Zad TV,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,Religious,TV
Aljazeera Documentary,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,Documentary,TV
Aljazeera Mubasher,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,News,TV
Aljazeera Channel,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,News,TV
RTP Internacional Europa,,13° E,HOTBIRD 13C,Portuguese,SD,Free-to-air,General,TV
Al Mayadeen TV,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,News,TV
MTA 3 Al-Arabia,,13° E,HOTBIRD 13C,Arabic,SD,Free-to-air,Religious,TV
Italian Fishing TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Sports,TV
MS Motor TV,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Sports,TV
MS Channel,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,Sports,TV
Pop Economy,,13° E,HOTBIRD 13C,Italian,SD,Free-to-air,,TV
Noursat English,,13° E,HOTBIRD 13C,English,SD,Free-to-air,Religious,TV
BFM TV,,13° E,HOTBIRD 13C,French,SD,Free-to-air,News,TV
TVP Info,Platforma Canal +,13° E,HOTBIRD 13C,Polish,HD,Free-to-air,News,TV
Al Maghribia,,13° E,HOTBIRD 13C,Arabic,HD,Free-to-air,General,TV
Al Aoula Middle East,,13° E,HOTBIRD 13C,Arabic,HD,Free-to-air,General,TV
Al Aoula Europe,,13° E,HOTBIRD 13C,Arabic,HD,Free-to-air,General,TV
